episode,episode_reward,avg_reward_per_agent,loss,avg_density,collision_count
0,-7717.179106155087,-96.46473882692744,0.0,11.100216571160793,0.27185650887573964
1,-8594.841361636814,-107.43551702044904,0.0,11.100216572336427,0.27263313609467454
2,-7803.572542132611,-97.54465677664595,0.0,11.100216571395919,0.27107988165680474
3,-7053.470128101544,-88.16837660125961,0.0,11.100216571160793,0.2703525641025641
4,-7850.627289292197,-98.1328411161412,0.0,11.100216571866174,0.27246055226824456
5,-7146.539908554173,-89.33174885691957,0.0,11.100216571631046,0.2731508875739645
6,-6187.326258801062,-77.34157823500644,0.0,11.100216571160793,0.2708949704142012
7,-6024.772813782525,-75.30966017227527,0.0,11.100216571160793,0.2731508875739645
8,-5864.4338689258,-73.30542336156756,0.0,11.100216571631046,0.267517258382643
9,-6173.051691441165,-77.16314614300879,0.0,11.100216571160793,0.2744329388560158
10,-5781.249740096293,-72.26562175120019,0.0,11.100216571160793,0.2701676528599605
11,-5216.102596804057,-65.20128246004897,0.0,11.1002165721013,0.27357001972386585
12,-4748.914531299477,-59.361431641244124,0.0,11.100216571866174,0.27312623274161735
13,-4469.741688803582,-55.87177111004505,0.0,11.100216572571552,0.2719304733727811
14,-4321.3905940802615,-54.01738242600452,0.0,11.100216571631046,0.2707840236686391
15,-5179.277389398108,-64.74096736747381,0.0,11.100216571395919,0.27263313609467454
16,-4277.865833316659,-53.47332291646122,0.0,11.100216571866174,0.26849112426035504
17,-3286.7994211464456,-41.08499276433456,0.0,11.100216571631046,0.2707593688362919
18,-3646.1812959740514,-45.577266199678675,0.0,11.100216571866174,0.27201676528599605
19,-2887.845503934208,-36.098068799178904,0.0,11.100216571866174,0.2720907297830375
20,-3322.9858777304057,-41.53732347163289,0.0,11.100216571160793,0.2707716962524655
21,-2373.7257827529734,-29.671572284413447,0.0,11.100216571395919,0.2704018737672584
22,-2305.962403434668,-28.824530042934775,0.0,11.1002165721013,0.273767258382643
23,-2757.687785743093,-34.47109732179159,0.0,11.100216571866174,0.2714990138067061
24,-2266.77431726294,-28.334678965788545,0.0,11.100216571395919,0.27046351084812625
25,-2232.7108579531064,-27.90888572441519,0.0,11.100216571631046,0.272448224852071
26,-1577.0491215426582,-19.71311401928304,0.0,11.100216571631046,0.27098126232741615
27,-1512.545995365318,-18.90682494206647,0.0,11.100216572336427,0.27340976331360944
28,-2154.640902127936,-26.933011276599835,0.0,11.100216571160793,0.27090729783037476
29,-951.2862794944077,-11.891078493679682,0.0,11.1002165721013,0.2705004930966469
30,-1383.6897568140896,-17.296121960175828,0.0,11.100216571866174,0.271388067061144
31,-777.6443896419134,-9.720554870523644,0.0,11.100216571631046,0.2733234714003945
32,-854.4448589089019,-10.680560736360738,0.0,11.100216571160793,0.27063609467455624
33,-516.2057566260747,-6.4525719578253105,0.0,11.100216571631046,0.27169625246548323
34,-1481.5414496333801,-18.51926812041709,0.0,11.100216571866174,0.27239891518737674
35,-886.771504645119,-11.084643808063657,0.0,11.100216571631046,0.2701183431952663
36,-496.2515881996199,-6.20314485249442,0.0,11.100216571395919,0.26777613412228796
37,-797.4272682207059,-9.967840852758233,0.0,11.100216571866174,0.2694896449704142
38,-485.2569369920494,-6.065711712399936,0.0,11.100216571395919,0.2716222879684418
39,-377.748294760131,-4.721853684500985,0.0,11.100216571395919,0.2696868836291913
40,-646.7377092485024,-8.084221365605165,0.0,11.100216571395919,0.27539447731755423
41,560.3395553014213,7.004244441267761,0.0,11.100216571160793,0.26754191321499016
42,-301.68217829416915,-3.7710272286759414,0.0,11.100216571866174,0.2733727810650888
43,950.1798209980728,11.877247762476049,0.0,11.100216571160793,0.2688979289940828
44,1070.8500613451242,13.385625766814485,0.0,11.100216571631046,0.27107988165680474
45,1505.6752995985728,18.820941244982357,0.0,11.100216571866174,0.26855276134122286
46,961.059958558434,12.01324948198066,0.0,11.100216571160793,0.2744082840236686
47,2039.8046019295268,25.49755752411907,0.0,11.1002165721013,0.2687993096646943
48,1540.48358707094,19.256044838386934,0.0,11.1002165721013,0.2708949704142012
49,2102.997511703619,26.287468896295245,0.0,11.1002165721013,0.2695636094674556
50,1718.9213967891385,21.486517459864366,0.0,11.100216571866174,0.27164694280078894
51,1827.5686510971325,22.844608138714136,0.0,11.100216571631046,0.26897189349112427
52,2442.113928608228,30.52642410760164,0.0,11.100216571160793,0.27046351084812625
53,2064.2471212692108,25.803089015865385,0.0,11.100216571631046,0.2733604536489152
54,2141.0116588342567,26.762645735428066,0.0,11.100216571631046,0.27393984220907297
55,2108.6771300186138,26.358464125232814,0.0,11.100216571395919,0.2722633136094675
56,2089.410674731449,26.117633434143,0.0,11.100216571160793,0.26930473372781066
57,2389.2661006805197,29.865826258505376,0.0,11.100216571631046,0.2694156804733728
58,2793.0053421601397,34.912566777000336,0.0,11.100216571395919,0.27148668639053253
59,2904.448693373211,36.30560866716381,0.0,11.100216571395919,0.27238658777120317
60,3419.5423984677427,42.74427998084364,0.0,11.100216571395919,0.269181459566075
61,3241.5112935237703,40.51889116904421,0.0,11.100216571160793,0.2686390532544379
62,2982.8146842045435,37.285183552553505,0.0,11.100216571160793,0.2694033530571992
63,3030.1943489343375,37.87742936167714,0.0,11.100216571631046,0.27387820512820515
64,2801.5463111770364,35.019328889711105,0.0,11.1002165721013,0.2697855029585799
65,3046.5688633142768,38.082110791426416,0.0,11.100216571631046,0.26909516765285996
66,3204.8235853706756,40.06029481713078,0.0,11.100216571160793,0.267689842209073
67,3024.9192386647132,37.811490483307146,0.0,11.100216572571552,0.27052514792899407
68,4030.159480934759,50.37699351167968,0.0,11.100216571160793,0.27009368836291914
69,3124.333816473877,39.05417270592095,0.0,11.100216571866174,0.2687993096646943
70,3482.6144500953988,43.5326806261894,0.0,11.100216571631046,0.26177268244575935
71,4569.13039362193,57.11412992027408,0.0,11.100216571395919,0.26534763313609466
72,4335.241493576259,54.19051866970076,0.0,11.100216571160793,0.26773915187376723
73,4553.896734575872,56.923709182199744,0.0,11.100216571395919,0.2625
74,4525.763775540548,56.57204719425554,0.0,11.100216571631046,0.26491617357001973
75,4179.182526951557,52.239781586891944,0.0,11.100216571631046,0.2691198224852071
76,3952.6018509102196,49.407523136374245,0.0,11.100216572571552,0.2687376725838264
77,3931.0740417237575,49.1384255215439,0.0,11.1002165721013,0.2675788954635108
78,3921.921065147218,49.024013314337196,0.0,11.100216571866174,0.27295364891518736
79,4323.539389940067,54.044242374248256,0.0,11.100216571631046,0.26839250493096645
80,4522.2214963656315,56.52776870457065,0.0,11.100216571631046,0.26728303747534515
81,5041.921581235057,63.02401976543954,0.0,11.100216571866174,0.26655571992110455
82,5135.152158315645,64.18940197894827,0.0,11.100216571631046,0.2663091715976331
83,5582.492890068885,69.78116112586883,0.0,11.100216571160793,0.2664077909270217
84,4626.907819354418,57.83634774193242,0.0,11.100216571160793,0.2680103550295858
85,5411.555220515325,67.64444025644652,0.0,11.100216571866174,0.26247534516765286
86,4146.24959773358,51.82811997166575,0.0,11.100216571160793,0.269982741617357
87,4802.543110302733,60.03178887878512,0.0,11.100216571631046,0.264706607495069
88,5331.7946576912655,66.64743322114353,0.0,11.100216571631046,0.26193293885601576
89,5070.541291688146,63.3817661461032,0.0,11.100216571631046,0.263732741617357
90,5223.9950663535665,65.29993832942299,0.0,11.100216571631046,0.2649901380670611
91,5356.480399057393,66.95600498821966,0.0,11.100216571631046,0.2652613412228797
92,5388.32453001576,67.35405662520074,0.0,11.100216571631046,0.2645463510848126
93,5952.901404791601,74.4112675599013,0.0,11.100216571160793,0.26268491124260357
94,5704.5151359843685,71.3064391998114,0.0,11.1002165721013,0.26282051282051283
95,6235.464708184992,77.94330885232186,0.0,11.100216571395919,0.26601331360946745
96,5557.917552877008,69.47396941096974,0.0,11.1002165721013,0.2655078895463511
97,5511.146160927677,68.8893270115997,0.0,11.100216571631046,0.26580374753451674
98,6503.047196627141,81.28808995784826,0.0,11.100216571160793,0.2637820512820513
99,5681.231911776056,71.01539889720783,0.0,11.100216571631046,0.2671967455621302
100,6507.447230116965,81.34309037646854,0.0,11.100216571866174,0.26072485207100593
101,6020.721592344983,75.25901990431802,0.0,11.10021657280668,0.2633382642998028
102,6846.941196276413,85.58676495346683,0.0,11.1002165721013,0.26010848126232744
103,6212.52244735783,77.65653059198067,0.0,11.100216571631046,0.2661612426035503
104,6462.881589843967,80.78601987305856,0.0,11.100216571631046,0.26236439842209075
105,6633.937792132311,82.92422240166374,0.0,11.100216571631046,0.2616863905325444
106,7360.0419927748135,92.0005249096973,0.0,11.100216571160793,0.2612302761341223
107,7583.295064857673,94.79118831073424,0.0,11.100216571631046,0.25878944773175544
108,7250.975732403856,90.63719665505744,0.0,11.100216571866174,0.2620192307692308
109,7409.562510430567,92.61953138039519,0.0,11.100216571160793,0.2605276134122288
110,7042.31510012717,88.02893875160126,0.0,11.100216571395919,0.2594304733727811
111,7485.90496723201,93.5738120904143,0.0,11.100216571631046,0.2643860946745562
112,7499.091924018015,93.7386490502387,0.0,11.100216571866174,0.2593195266272189
113,7352.199892532823,91.90249865667468,0.0,11.100216571631046,0.26127958579881655
114,7738.579651460599,96.73224564327245,0.0,11.100216571160793,0.2599235700197239
115,7728.572860952151,96.60716076191787,0.0,11.100216571160793,0.2547460552268245
116,7788.699068191089,97.35873835240415,0.0,11.100216571160793,0.258974358974359
117,8174.66666357737,102.18333329473293,0.0,11.100216571395919,0.258370315581854
118,7311.188430601451,91.38985538253198,0.0,11.100216571866174,0.2605769230769231
119,7671.298397517038,95.89122996897751,0.0,11.100216571631046,0.26083579881656804
120,8139.8485985546,101.74810748194788,0.0,11.100216571631046,0.2560527613412229
121,8493.814739106883,106.17268423885105,0.0,11.100216571160793,0.2553500986193294
122,8312.597909332195,103.90747386666831,0.0,11.100216571631046,0.2569896449704142
123,7741.320971174046,96.76651213969049,0.0,11.100216575628203,0.25585552268244577
124,7680.701979808545,96.00877474762126,0.0,11.100216571866174,0.2502095660749507
125,9002.223628381491,112.52779535478582,0.0,11.100216571395919,0.2518121301775148
126,8615.793945599926,107.69742432001676,0.0,11.100216571631046,0.2549556213017751
127,8796.38885482408,109.9548606853169,0.0,11.100216571160793,0.2531434911242604
128,8842.14566866565,110.52682085833644,0.0,11.1002165721013,0.25203402366863903
129,7945.396633679292,99.31745792100986,0.0,11.100216571160793,0.251146449704142
130,7927.767849568184,99.09709811961962,0.0,11.100216571631046,0.25602810650887575
131,8681.553687435235,108.51942109295501,0.0,11.100216571395919,0.2537352071005917
132,8614.661667642733,107.68327084555031,0.0,11.100216571631046,0.2513683431952663
133,8004.718969372883,100.0589871171778,0.0,11.100216571866174,0.2524285009861933
134,7706.217205831539,96.32771507290747,0.0,11.100216571160793,0.253957100591716
135,6689.573146523451,83.6196643315546,0.0,11.100216571866174,0.25594181459566073
136,7454.766818025384,93.18458522533108,0.0,11.100216571395919,0.2547953648915187
137,7821.255855411928,97.76569819266406,0.0,11.100216571631046,0.2536365877712032
138,6162.819428933883,77.03524286168378,0.0,11.100216571160793,0.2560650887573965
139,8320.333495505814,104.00416869383858,0.0,11.100216571631046,0.25560897435897434
140,8448.686838537824,105.60858548173914,0.0,11.1002165721013,0.2520216962524655
141,8691.817416553984,108.64771770694006,0.0,11.100216571160793,0.24982741617357002
142,9315.897908882665,116.4487238610468,0.0,11.100216571395919,0.24879191321499014
143,9125.846169697708,114.07307712123577,0.0,11.100216571631046,0.24778106508875739
144,8816.656090041652,110.20820112553297,0.0,11.100216571631046,0.25041913214990136
145,8653.772915297941,108.17216144123968,0.0,11.100216571395919,0.24871794871794872
146,9656.220951269914,120.70276189088881,0.0,11.100216571395919,0.24903846153846154
147,9261.140891576455,115.76426114471842,0.0,11.100216571395919,0.24890285996055228
148,9354.541334152005,116.93176667691232,0.0,11.100216571395919,0.24840976331360948
149,9436.91776606655,117.96147207584568,0.0,11.100216571160793,0.24717702169625247
150,9334.311730672753,116.67889663342544,0.0,11.100216571631046,0.2479906311637081
151,9203.140222924307,115.03925278656865,0.0,11.100216571866174,0.2485700197238659
152,9325.052739707467,116.56315924635592,0.0,11.100216571631046,0.24805226824457594
153,9396.822202870708,117.4602775358981,0.0,11.100216571160793,0.24599358974358973
154,10853.61567852891,135.67019598162216,0.0,11.100216571160793,0.2404092702169625
155,10657.270295330803,133.21587869164708,0.0,11.100216571160793,0.2391888560157791
156,10538.862472050176,131.7357809006388,0.0,11.100216571160793,0.24232001972386588
157,9206.034615947869,115.07543269936414,0.0,11.1002165721013,0.24689349112426034
158,10330.099120266608,129.12623900334648,0.0,11.100216571395919,0.24503205128205127
159,9835.65301310617,122.94566266384331,0.0,11.100216571160793,0.24312130177514793
160,9359.667635038839,116.99584543800157,0.0,11.100216571866174,0.24384861932938856
161,11136.40755922187,139.2050944902834,0.0,11.100216571631046,0.2380424063116371
162,10713.787614323053,133.92234517905044,0.0,11.1002165721013,0.2365507889546351
163,9344.804203962136,116.8100525495432,0.0,11.100216571160793,0.24388560157790928
164,9096.058805138598,113.7007350642491,0.0,11.100216571631046,0.2430473372781065
165,8754.749206981667,109.43436508728846,0.0,11.100216571866174,0.24569773175542406
166,9060.293348706247,113.25366685884619,0.0,11.100216571395919,0.24525394477317555
167,10296.006313751022,128.7000789219018,0.0,11.100216571866174,0.24224605522682446
168,11123.734975947671,139.0466871993562,0.0,11.100216571631046,0.2391888560157791
169,10139.428979736098,126.74286224671467,0.0,11.100216571631046,0.2437993096646943
170,11399.010466354901,142.48763082944615,0.0,11.100216571631046,0.23664940828402367
171,9449.417049510113,118.11771311889079,0.0,11.100216571160793,0.2459196252465483
172,9296.21218807377,116.20265235093771,0.0,11.100216571395919,0.24450197238658777
173,8487.437137601963,106.09296422004002,0.0,11.100216571160793,0.2509492110453649
174,7789.2046523158615,97.36505815396364,0.0,11.100216571160793,0.24949457593688362
175,8211.695263773696,102.64619079718946,0.0,11.100216571160793,0.24979043392504932
176,8999.078354752377,112.48847943442134,0.0,11.100216571160793,0.242430966469428
177,8614.49596463303,107.68119955792687,0.0,11.100216571631046,0.24726331360946746
178,8801.44381027592,110.01804762846439,0.0,11.100216571395919,0.24640039447731754
179,8823.76800999581,110.29710012496272,0.0,11.100216571160793,0.2467948717948718
180,9245.783958551372,115.57229948190484,0.0,11.100216571866174,0.2454018737672584
181,8199.924446049392,102.49905557563302,0.0,11.100216571631046,0.245155325443787
182,9687.25837592486,121.09072969907297,0.0,11.100216571631046,0.24534023668639054
183,8740.072417954205,109.25090522444145,0.0,11.100216571160793,0.24175295857988166
184,7696.286296384714,96.20357870482147,0.0,11.100216571395919,0.24721400394477316
185,8302.190571500163,103.77738214376666,0.0,11.100216571866174,0.24752218934911244
186,8499.109803275313,106.23887254095594,0.0,11.100216571395919,0.24628944773175543
187,9739.814471576465,121.74768089471904,0.0,11.100216571631046,0.24318293885601577
188,9567.053032515925,119.58816290646021,0.0,11.100216571395919,0.2466346153846154
189,8364.140981095235,104.55176226370527,0.0,11.100216571160793,0.2509368836291913
190,8023.011000569773,100.28763750713752,0.0,11.100216571631046,0.2517258382642998
191,8656.69611372045,108.20870142151848,0.0,11.100216571160793,0.2461415187376726
192,8531.245509057433,106.64056886323127,0.0,11.100216571866174,0.24914940828402368
193,9747.554830782487,121.84443538479395,0.0,11.100216571631046,0.2429733727810651
194,9131.538187091013,114.14422733864842,0.0,11.100216571631046,0.2474112426035503
195,8941.570081692307,111.76962602116551,0.0,11.100216571866174,0.24601824457593688
196,7860.074008044207,98.2509251005654,0.0,11.100216571395919,0.246474358974359
197,10055.283923750261,125.69104904689155,0.0,11.100216571395919,0.2396326429980276
198,10699.983763075332,133.7497970384497,0.0,11.100216571866174,0.23879437869822484
199,10246.148812197629,128.07686015248078,0.0,11.100216571866174,0.23825197238658777
